"subject_uri","target_uri","field","birthYear"
"http://dbpedia.org/resource/Johann_Samuel_König","http://dbpedia.org/resource/Mathematics","Mathematics",1712
"http://dbpedia.org/resource/Jean_Godin_des_Odonais","http://dbpedia.org/resource/Cartography","Cartography",1713
"http://dbpedia.org/resource/Alexis_Clairaut","http://dbpedia.org/resource/Mathematics","Mathematics",1713
"http://dbpedia.org/resource/Nicolas-Louis_de_Lacaille","http://dbpedia.org/resource/Astronomy","Astronomy",1713
"http://dbpedia.org/resource/Jean_Godin_des_Odonais","http://dbpedia.org/resource/Naturalist","Naturalist",1713
"http://dbpedia.org/resource/Jorge_Juan_y_Santacilia","http://dbpedia.org/resource/Mathematics","Mathematics",1713
"http://dbpedia.org/resource/Jorge_Juan_y_Santacilia","http://dbpedia.org/resource/Astronomy","Astronomy",1713
"http://dbpedia.org/resource/César-François_Cassini_de_Thury","http://dbpedia.org/resource/Cartography","Cartography",1714
"http://dbpedia.org/resource/César-François_Cassini_de_Thury","http://dbpedia.org/resource/Astronomy","Astronomy",1714
"http://dbpedia.org/resource/Antonio_de_Ulloa","http://dbpedia.org/resource/Metallurgy","Metallurgy",1716
"http://dbpedia.org/resource/Antonio_de_Ulloa","http://dbpedia.org/resource/Astronomy","Astronomy",1716
"http://dbpedia.org/resource/Antonio_de_Ulloa","http://dbpedia.org/resource/Natural_history","Natural history",1716
"http://dbpedia.org/resource/Jean_le_Rond_d'Alembert","http://dbpedia.org/resource/Mathematics","Mathematics",1717
"http://dbpedia.org/resource/Jean_le_Rond_d'Alembert","http://dbpedia.org/resource/Mechanics","Mechanics",1717
"http://dbpedia.org/resource/Jean_le_Rond_d'Alembert","http://dbpedia.org/resource/Physics","Physics",1717
"http://dbpedia.org/resource/Jean_le_Rond_d'Alembert","http://dbpedia.org/resource/Philosophy","Philosophy",1717
"http://dbpedia.org/resource/Jean-Philippe_Loys_de_Cheseaux","http://dbpedia.org/resource/Astronomy","Astronomy",1718
"http://dbpedia.org/resource/Maria_Gaetana_Agnesi","http://dbpedia.org/resource/Mathematics","Mathematics",1718
"http://dbpedia.org/resource/Abraham_Gotthelf_Kästner","http://dbpedia.org/resource/Mathematics","Mathematics",1719
"http://dbpedia.org/resource/Maximilian_Hell","http://dbpedia.org/resource/Astronomy","Astronomy",1720
"http://dbpedia.org/resource/Jean-Baptiste_Chappe_d'Auteroche","http://dbpedia.org/resource/Astronomy","Astronomy",1722
"http://dbpedia.org/resource/Tobias_Mayer","http://dbpedia.org/resource/Astronomy","Astronomy",1723
"http://dbpedia.org/resource/Nicole-Reine_Lepaute","http://dbpedia.org/resource/Mathematics","Mathematics",1723
"http://dbpedia.org/resource/Nicole-Reine_Lepaute","http://dbpedia.org/resource/Astronomy","Astronomy",1723
"http://dbpedia.org/resource/Samuel_Dunn_(mathematician)","http://dbpedia.org/resource/Mathematician","Mathematician",1723
"http://dbpedia.org/resource/John_Michell","http://dbpedia.org/resource/Geology","Geology",1724
"http://dbpedia.org/resource/John_Michell","http://dbpedia.org/resource/Physics","Physics",1724
"http://dbpedia.org/resource/Franz_Aepinus","http://dbpedia.org/resource/Electricity","Electricity",1724
"http://dbpedia.org/resource/Franz_Aepinus","http://dbpedia.org/resource/Astronomy","Astronomy",1724
"http://dbpedia.org/resource/Franz_Aepinus","http://dbpedia.org/resource/Magnetism","Magnetism",1724
"http://dbpedia.org/resource/Edme-Sébastien_Jeaurat","http://dbpedia.org/resource/Astronomy","Astronomy",1725
"http://dbpedia.org/resource/August_Nathanael_Grischow","http://dbpedia.org/resource/Mathematics","Mathematics",1726
"http://dbpedia.org/resource/August_Nathanael_Grischow","http://dbpedia.org/resource/Astronomy","Astronomy",1726
"http://dbpedia.org/resource/Johann_Heinrich_Lambert","http://dbpedia.org/resource/Mathematician","Mathematician",1728
"http://dbpedia.org/resource/Johann_Heinrich_Lambert","http://dbpedia.org/resource/Astronomer","Astronomer",1728
"http://dbpedia.org/resource/Johann_Heinrich_Lambert","http://dbpedia.org/resource/Philosopher","Philosopher",1728
"http://dbpedia.org/resource/Johann_Heinrich_Lambert","http://dbpedia.org/resource/Physicist","Physicist",1728
"http://dbpedia.org/resource/Paolo_Frisi","http://dbpedia.org/resource/Astronomy","Astronomy",1728
"http://dbpedia.org/resource/Johann_Daniel_Titius","http://dbpedia.org/resource/Biology","Biology",1729
"http://dbpedia.org/resource/Johann_Daniel_Titius","http://dbpedia.org/resource/Physics","Physics",1729
"http://dbpedia.org/resource/Johann_Daniel_Titius","http://dbpedia.org/resource/Astronomy","Astronomy",1729
"http://dbpedia.org/resource/Nehemiah_Strong","http://dbpedia.org/resource/Meteorologist","Meteorologist",1729
"http://dbpedia.org/resource/Nehemiah_Strong","http://dbpedia.org/resource/Astronomer","Astronomer",1729
"http://dbpedia.org/resource/Charles_Messier","http://dbpedia.org/resource/Astronomy","Astronomy",1730
"http://dbpedia.org/resource/Étienne_Bézout","http://dbpedia.org/resource/Mathematics","Mathematics",1730
"http://dbpedia.org/resource/Charles_Bossut","http://dbpedia.org/resource/Mathematics","Mathematics",1730
"http://dbpedia.org/resource/Benjamin_Banneker","http://dbpedia.org/resource/Farmer","Farmer",1731
"http://dbpedia.org/resource/Benjamin_Banneker","http://dbpedia.org/resource/Surveying","Surveying",1731
"http://dbpedia.org/resource/Francis_Wollaston_(astronomer)","http://dbpedia.org/resource/Astronomy","Astronomy",1731
"http://dbpedia.org/resource/Thomas_Postlethwaite","http://dbpedia.org/resource/Mathematician","Mathematician",1731
"http://dbpedia.org/resource/Kosmas_Balanos","http://dbpedia.org/resource/Mathematician","Mathematician",1731
"http://dbpedia.org/resource/David_Rittenhouse","http://dbpedia.org/resource/Astronomer","Astronomer",1732
"http://dbpedia.org/resource/Jérôme_Lalande","http://dbpedia.org/resource/Astronomy","Astronomy",1732
"http://dbpedia.org/resource/Nevil_Maskelyne","http://dbpedia.org/resource/Astronomy","Astronomy",1732
"http://dbpedia.org/resource/José_Celestino_Mutis","http://dbpedia.org/resource/Botanist","Botanist",1732
"http://dbpedia.org/resource/José_Celestino_Mutis","http://dbpedia.org/resource/Mathematician","Mathematician",1732
"http://dbpedia.org/resource/José_Celestino_Mutis","http://dbpedia.org/resource/Priest","Priest",1732
"http://dbpedia.org/resource/José_Celestino_Mutis","http://dbpedia.org/resource/Artist","Artist",1732
"http://dbpedia.org/resource/Ajima_Naonobu","http://dbpedia.org/resource/Mathematician","Mathematician",1732
"http://dbpedia.org/resource/Wenceslaus_Johann_Gustav_Karsten","http://dbpedia.org/resource/Mathematics","Mathematics",1732
"http://dbpedia.org/resource/Jeremiah_Dixon","http://dbpedia.org/resource/Astronomy","Astronomy",1733
"http://dbpedia.org/resource/Jeremiah_Dixon","http://dbpedia.org/resource/Surveying","Surveying",1733
"http://dbpedia.org/resource/Carsten_Niebuhr","http://dbpedia.org/resource/Cartographer","Cartographer",1733
"http://dbpedia.org/resource/Carsten_Niebuhr","http://dbpedia.org/resource/Mathematician","Mathematician",1733
"http://dbpedia.org/resource/Carsten_Niebuhr","http://dbpedia.org/resource/Explorer","Explorer",1733
"http://dbpedia.org/resource/Jean-Charles_de_Borda","http://dbpedia.org/resource/Mathematics","Mathematics",1733
"http://dbpedia.org/resource/Simone_Stratigo","http://dbpedia.org/resource/Nautical_science","Nautical science",1733
"http://dbpedia.org/resource/Simone_Stratigo","http://dbpedia.org/resource/Mathematics","Mathematics",1733
"http://dbpedia.org/resource/John_Dawson_(surgeon)","http://dbpedia.org/resource/Mathematician","Mathematician",1734
"http://dbpedia.org/resource/John_Dawson_(surgeon)","http://dbpedia.org/resource/Physician","Physician",1734
"http://dbpedia.org/resource/Hans_Momsen","http://dbpedia.org/resource/Cadastre","Cadastre",1735
"http://dbpedia.org/resource/Hans_Momsen","http://dbpedia.org/resource/Astronomer","Astronomer",1735
"http://dbpedia.org/resource/Antonio_Maria_Lorgna","http://dbpedia.org/resource/Mathematics","Mathematics",1735
"http://dbpedia.org/resource/Antonio_Maria_Lorgna","http://dbpedia.org/resource/Engineering","Engineering",1735
"http://dbpedia.org/resource/Gregorio_Fontana","http://dbpedia.org/resource/Geometry","Geometry",1735
"http://dbpedia.org/resource/Jesse_Ramsden","http://dbpedia.org/resource/Astronomy","Astronomy",1735
"http://dbpedia.org/resource/Jesse_Ramsden","http://dbpedia.org/resource/Optics","Optics",1735
"http://dbpedia.org/resource/Joseph-Louis_Lagrange","http://dbpedia.org/resource/Mathematics","Mathematics",1736
"http://dbpedia.org/resource/Joseph-Louis_Lagrange","http://dbpedia.org/resource/Mechanics","Mechanics",1736
"http://dbpedia.org/resource/Joseph-Louis_Lagrange","http://dbpedia.org/resource/Astronomy","Astronomy",1736
"http://dbpedia.org/resource/John_Arnold_(watchmaker)","http://dbpedia.org/resource/Watchmaker","Watchmaker",1736
"http://dbpedia.org/resource/Nicolas_Vilant","http://dbpedia.org/resource/Mathematics","Mathematics",1737
"http://dbpedia.org/resource/Charles_Hutton","http://dbpedia.org/resource/Mathematics","Mathematics",1737
"http://dbpedia.org/resource/William_Herschel","http://dbpedia.org/resource/Music","Music",1738
"http://dbpedia.org/resource/William_Herschel","http://dbpedia.org/resource/Astronomy","Astronomy",1738
"http://dbpedia.org/resource/Israel_Lyons","http://dbpedia.org/resource/Botanist","Botanist",1739
"http://dbpedia.org/resource/Israel_Lyons","http://dbpedia.org/resource/Mathematician","Mathematician",1739
"http://dbpedia.org/resource/Jacques-André_Mallet","http://dbpedia.org/resource/Mathematics","Mathematics",1740
"http://dbpedia.org/resource/Anders_Johan_Lexell","http://dbpedia.org/resource/Mathematician","Mathematician",1740
"http://dbpedia.org/resource/Anders_Johan_Lexell","http://dbpedia.org/resource/Astronomer","Astronomer",1740
"http://dbpedia.org/resource/Jacques-André_Mallet","http://dbpedia.org/resource/Astronomy","Astronomy",1740
"http://dbpedia.org/resource/Anders_Johan_Lexell","http://dbpedia.org/resource/Physicist","Physicist",1740
"http://dbpedia.org/resource/Robert_Hamilton_(economist)","http://dbpedia.org/resource/Political_economy","Political economy",1743
"http://dbpedia.org/resource/Pierre_Méchain","http://dbpedia.org/resource/Astronomy","Astronomy",1744
"http://dbpedia.org/resource/Caspar_Wessel","http://dbpedia.org/resource/Mathematics","Mathematics",1745
"http://dbpedia.org/resource/Giuseppe_Piazzi","http://dbpedia.org/resource/Astronomy","Astronomy",1746
"http://dbpedia.org/resource/William_Trail","http://dbpedia.org/resource/Mathematics","Mathematics",1746
"http://dbpedia.org/resource/Jacques_Charles","http://dbpedia.org/resource/Hot_air_ballooning","Hot air ballooning",1746
"http://dbpedia.org/resource/Jacques_Charles","http://dbpedia.org/resource/Mathematics","Mathematics",1746
"http://dbpedia.org/resource/Jacques_Charles","http://dbpedia.org/resource/Physics","Physics",1746
"http://dbpedia.org/resource/John_Cranke","http://dbpedia.org/resource/Mathematician","Mathematician",1746
"http://dbpedia.org/resource/Johann_Elert_Bode","http://dbpedia.org/resource/Astronomy","Astronomy",1747
"http://dbpedia.org/resource/Pietro_Cossali","http://dbpedia.org/resource/History_of_mathematics","History of mathematics",1748
"http://dbpedia.org/resource/Pietro_Cossali","http://dbpedia.org/resource/Astronomy","Astronomy",1748
"http://dbpedia.org/resource/Charles_de_Tinseau_d'Amondans","http://dbpedia.org/resource/Mathematics","Mathematics",1748
"http://dbpedia.org/resource/Charles_de_Tinseau_d'Amondans","http://dbpedia.org/resource/Politics","Politics",1748
"http://dbpedia.org/resource/Pierre-Simon_Laplace","http://dbpedia.org/resource/Mathematics","Mathematics",1749
"http://dbpedia.org/resource/Pierre-Simon_Laplace","http://dbpedia.org/resource/Astronomy","Astronomy",1749
"http://dbpedia.org/resource/Jean_Baptiste_Joseph_Delambre","http://dbpedia.org/resource/Astronomy","Astronomy",1749
"http://dbpedia.org/resource/Caroline_Herschel","http://dbpedia.org/resource/Astronomy","Astronomy",1750
"http://dbpedia.org/resource/Gilbert_Romme","http://dbpedia.org/resource/Politician","Politician",1750
"http://dbpedia.org/resource/Gilbert_Romme","http://dbpedia.org/resource/Mathematician","Mathematician",1750
"http://dbpedia.org/resource/Isaac_Milner","http://dbpedia.org/resource/Chemist","Chemist",1750
"http://dbpedia.org/resource/Barnaba_Oriani","http://dbpedia.org/resource/Astronomy","Astronomy",1752
"http://dbpedia.org/resource/Edward_Pigott","http://dbpedia.org/resource/Astronomy","Astronomy",1753
"http://dbpedia.org/resource/Nicola_Fergola","http://dbpedia.org/resource/Mathematics","Mathematics",1753
"http://dbpedia.org/resource/Franz_Xaver_von_Zach","http://dbpedia.org/resource/Astronomy","Astronomy",1754
"http://dbpedia.org/resource/Gaspard_de_Prony","http://dbpedia.org/resource/Mathematics","Mathematics",1755
"http://dbpedia.org/resource/Gaspard_de_Prony","http://dbpedia.org/resource/Hydraulics","Hydraulics",1755
"http://dbpedia.org/resource/Nicolas_Fuss","http://dbpedia.org/resource/Mathematics","Mathematics",1755
"http://dbpedia.org/resource/Marc-Antoine_Parseval","http://dbpedia.org/resource/Mathematics","Mathematics",1755
"http://dbpedia.org/resource/Ernst_Chladni","http://dbpedia.org/resource/Physics","Physics",1756
"http://dbpedia.org/resource/John_West_(mathematician)","http://dbpedia.org/resource/Mathematics","Mathematics",1756
"http://dbpedia.org/resource/Thomas_Jones_(mathematician)","http://dbpedia.org/resource/Mathematician","Mathematician",1756
"http://dbpedia.org/resource/Heinrich_Wilhelm_Matthias_Olbers","http://dbpedia.org/resource/Astronomy","Astronomy",1758
"http://dbpedia.org/resource/Heinrich_Wilhelm_Matthias_Olbers","http://dbpedia.org/resource/Medicine","Medicine",1758
"http://dbpedia.org/resource/Louis_François_Antoine_Arbogast","http://dbpedia.org/resource/Mathematical_analysis","Mathematical analysis",1759
"http://dbpedia.org/resource/Pietro_Paoli","http://dbpedia.org/resource/Mathematics","Mathematics",1759
"http://dbpedia.org/resource/Shizuki_Tadao","http://dbpedia.org/resource/Astronomer","Astronomer",1760
"http://dbpedia.org/resource/Shizuki_Tadao","http://dbpedia.org/resource/Translation","Translation",1760
"http://dbpedia.org/resource/Auguste-Savinien_Leblond","http://dbpedia.org/resource/Mathematics","Mathematics",1760
"http://dbpedia.org/resource/Jean-Louis_Pons","http://dbpedia.org/resource/Astronomy","Astronomy",1761
"http://dbpedia.org/resource/Josef_de_Mendoza_y_Ríos","http://dbpedia.org/resource/Navigation","Navigation",1761
"http://dbpedia.org/resource/Blasius_Merrem","http://dbpedia.org/resource/Zoologist","Zoologist",1761
"http://dbpedia.org/resource/Blasius_Merrem","http://dbpedia.org/resource/Natural_history","Natural history",1761
"http://dbpedia.org/resource/José_Joaquín_de_Ferrer","http://dbpedia.org/resource/Cartography","Cartography",1763
"http://dbpedia.org/resource/José_Joaquín_de_Ferrer","http://dbpedia.org/resource/Navigation","Navigation",1763
"http://dbpedia.org/resource/José_Joaquín_de_Ferrer","http://dbpedia.org/resource/Mathematics","Mathematics",1763
"http://dbpedia.org/resource/José_Joaquín_de_Ferrer","http://dbpedia.org/resource/Astronomy","Astronomy",1763
"http://dbpedia.org/resource/John_Goodricke","http://dbpedia.org/resource/Astronomy","Astronomy",1764
"http://dbpedia.org/resource/Luca_de_Samuele_Cagnazzi","http://dbpedia.org/resource/Archdeacon","Archdeacon",1764
"http://dbpedia.org/resource/Luca_de_Samuele_Cagnazzi","http://dbpedia.org/resource/Professor","Professor",1764
"http://dbpedia.org/resource/Luca_de_Samuele_Cagnazzi","http://dbpedia.org/resource/Deputy_(legislator)","Deputy (legislator)",1764
"http://dbpedia.org/resource/Thomas_Norris_(1765–1852)","http://dbpedia.org/resource/Private_collection","Private collection",1765
"http://dbpedia.org/resource/Thomas_Norris_(1765–1852)","http://dbpedia.org/resource/Astronomer","Astronomer",1765
"http://dbpedia.org/resource/Paolo_Ruffini","http://dbpedia.org/resource/Mathematics","Mathematics",1765
"http://dbpedia.org/resource/James_Ivory_(mathematician)","http://dbpedia.org/resource/Mathematics","Mathematics",1765
"http://dbpedia.org/resource/Sylvestre_François_Lacroix","http://dbpedia.org/resource/Mathematics","Mathematics",1765
"http://dbpedia.org/resource/James_Ivory_(mathematician)","http://dbpedia.org/resource/Theology","Theology",1765
"http://dbpedia.org/resource/Pierre-Simon_Girard","http://dbpedia.org/resource/Mathematics","Mathematics",1765
"http://dbpedia.org/resource/Pierre-Simon_Girard","http://dbpedia.org/resource/Engineering","Engineering",1765
"http://dbpedia.org/resource/Johann_Friedrich_Pfaff","http://dbpedia.org/resource/Mathematics","Mathematics",1765
"http://dbpedia.org/resource/John_Leslie_(physicist)","http://dbpedia.org/resource/Physics","Physics",1766
"http://dbpedia.org/resource/Alexis_Bouvard","http://dbpedia.org/resource/Astronomy","Astronomy",1767
"http://dbpedia.org/resource/John_Pond","http://dbpedia.org/resource/Astronomy","Astronomy",1767
"http://dbpedia.org/resource/Francisco_José_de_Caldas","http://dbpedia.org/resource/Botanist","Botanist",1768
"http://dbpedia.org/resource/Francisco_José_de_Caldas","http://dbpedia.org/resource/Geographer","Geographer",1768
"http://dbpedia.org/resource/Francisco_José_de_Caldas","http://dbpedia.org/resource/Astronomer","Astronomer",1768
"http://dbpedia.org/resource/Francisco_José_de_Caldas","http://dbpedia.org/resource/Writer","Writer",1768
"http://dbpedia.org/resource/Francisco_José_de_Caldas","http://dbpedia.org/resource/Military_Engineering","Military Engineering",1768
"http://dbpedia.org/resource/Vincenzo_Brunacci","http://dbpedia.org/resource/Mathematics","Mathematics",1768
"http://dbpedia.org/resource/Joseph_Fourier","http://dbpedia.org/resource/Mathematician","Mathematician",1768
"http://dbpedia.org/resource/Joseph_Fourier","http://dbpedia.org/resource/Historian","Historian",1768
"http://dbpedia.org/resource/Joseph_Fourier","http://dbpedia.org/resource/Physicist","Physicist",1768
"http://dbpedia.org/resource/François_Français","http://dbpedia.org/resource/Mathematician","Mathematician",1768
"http://dbpedia.org/resource/Li_Rui_(mathematician)","http://dbpedia.org/resource/Mathematics","Mathematics",1768
"http://dbpedia.org/resource/Jean-Robert_Argand","http://dbpedia.org/resource/Mathematics","Mathematics",1768
"http://dbpedia.org/resource/Jean_Nicolas_Pierre_Hachette","http://dbpedia.org/resource/Mathematics","Mathematics",1769
"http://dbpedia.org/resource/Johann_Christian_Martin_Bartels","http://dbpedia.org/resource/Geometry","Geometry",1769
"http://dbpedia.org/resource/William_Gooch_(astronomer)","http://dbpedia.org/resource/Astronomer","Astronomer",1770
